Temperature (K),Pressure (MPa),Density (mol/l),Volume (l/mol),Internal Energy (kJ/kg),Enthalpy (kJ/kg),Entropy (J/g*K),Cv (J/g*K),Cp (J/g*K),Sound Spd. (m/s),Joule-Thomson (K/MPa),Viscosity (uPa*s),Therm. Cond. (W/m*K),Phase
669.68,20.265,3.4344,0.29117,6557.7,9484.8,43.246,10.537,14.651,2076.3,-0.56522,15.663,0.34475,supercritical
671.32,20.265,3.4264,0.29185,6575,9508.8,43.282,10.538,14.652,2078.5,-0.56547,15.689,0.34535,supercritical
672.96,20.265,3.4186,0.29252,6592.3,9532.9,43.318,10.539,14.653,2080.7,-0.56572,15.716,0.34596,supercritical
674.61,20.265,3.4107,0.29319,6609.6,9557,43.353,10.54,14.653,2082.9,-0.56597,15.742,0.34657,supercritical
676.25,20.265,3.4029,0.29387,6626.9,9581.1,43.389,10.541,14.654,2085.1,-0.56621,15.768,0.34717,supercritical
677.89,20.265,3.3951,0.29454,6644.2,9605.2,43.425,10.542,14.655,2087.3,-0.56645,15.795,0.34778,supercritical
679.54,20.265,3.3874,0.29521,6661.5,9629.2,43.46,10.543,14.656,2089.5,-0.56669,15.821,0.34838,supercritical
681.18,20.265,3.3797,0.29589,6678.9,9653.3,43.495,10.544,14.656,2091.7,-0.56693,15.847,0.34899,supercritical
682.82,20.265,3.372,0.29656,6696.2,9677.4,43.531,10.545,14.657,2093.9,-0.56717,15.874,0.34959,supercritical
684.47,20.265,3.3643,0.29724,6713.5,9701.5,43.566,10.546,14.658,2096.1,-0.5674,15.9,0.3502,supercritical
686.11,20.265,3.3567,0.29791,6730.8,9725.6,43.601,10.547,14.659,2098.3,-0.56763,15.926,0.35081,supercritical
687.75,20.265,3.3492,0.29858,6748.1,9749.7,43.636,10.548,14.66,2100.5,-0.56786,15.953,0.35141,supercritical
689.4,20.265,3.3416,0.29926,6765.5,9773.8,43.671,10.549,14.661,2102.6,-0.56809,15.979,0.35202,supercritical
691.04,20.265,3.3341,0.29993,6782.8,9797.9,43.706,10.55,14.662,2104.8,-0.56831,16.005,0.35262,supercritical
692.68,20.265,3.3267,0.3006,6800.1,9822,43.741,10.552,14.662,2107,-0.56853,16.031,0.35323,supercritical
694.33,20.265,3.3192,0.30128,6817.4,9846.1,43.776,10.553,14.663,2109.2,-0.56875,16.058,0.35384,supercritical
695.97,20.265,3.3118,0.30195,6834.8,9870.2,43.81,10.554,14.664,2111.3,-0.56897,16.084,0.35444,supercritical
697.61,20.265,3.3045,0.30262,6852.1,9894.3,43.845,10.555,14.665,2113.5,-0.56918,16.11,0.35505,supercritical
699.26,20.265,3.2971,0.3033,6869.4,9918.4,43.879,10.556,14.666,2115.7,-0.5694,16.136,0.35566,supercritical
700.9,20.265,3.2898,0.30397,6886.8,9942.5,43.914,10.557,14.667,2117.8,-0.56961,16.162,0.35626,supercritical
702.54,20.265,3.2825,0.30464,6904.1,9966.6,43.948,10.558,14.668,2120,-0.56982,16.189,0.35687,supercritical
704.19,20.265,3.2753,0.30531,6921.4,9990.7,43.983,10.559,14.669,2122.1,-0.57002,16.215,0.35748,supercritical
705.83,20.265,3.2681,0.30599,6938.8,10015,44.017,10.561,14.67,2124.3,-0.57023,16.241,0.35808,supercritical
707.47,20.265,3.2609,0.30666,6956.1,10039,44.051,10.562,14.671,2126.4,-0.57043,16.267,0.35869,supercritical
709.12,20.265,3.2538,0.30733,6973.5,10063,44.085,10.563,14.672,2128.6,-0.57063,16.293,0.3593,supercritical
710.76,20.265,3.2467,0.30801,6990.8,10087,44.119,10.564,14.673,2130.7,-0.57083,16.319,0.3599,supercritical
712.4,20.265,3.2396,0.30868,7008.2,10111,44.153,10.565,14.674,2132.9,-0.57103,16.345,0.36051,supercritical
714.05,20.265,3.2325,0.30935,7025.5,10135,44.187,10.567,14.675,2135,-0.57122,16.371,0.36112,supercritical
715.69,20.265,3.2255,0.31003,7042.9,10159,44.22,10.568,14.676,2137.2,-0.57141,16.397,0.36173,supercritical
717.33,20.265,3.2185,0.3107,7060.2,10184,44.254,10.569,14.677,2139.3,-0.5716,16.423,0.36233,supercritical
718.98,20.265,3.2116,0.31137,7077.6,10208,44.288,10.57,14.678,2141.4,-0.57179,16.449,0.36294,supercritical
720.62,20.265,3.2047,0.31205,7094.9,10232,44.321,10.572,14.679,2143.6,-0.57198,16.475,0.36355,supercritical
722.26,20.265,3.1978,0.31272,7112.3,10256,44.354,10.573,14.68,2145.7,-0.57216,16.501,0.36416,supercritical
723.91,20.265,3.1909,0.31339,7129.6,10280,44.388,10.574,14.681,2147.8,-0.57234,16.527,0.36476,supercritical
725.55,20.265,3.1841,0.31406,7147,10304,44.421,10.576,14.682,2149.9,-0.57252,16.553,0.36537,supercritical
727.19,20.265,3.1772,0.31474,7164.4,10328,44.454,10.577,14.683,2152.1,-0.5727,16.579,0.36598,supercritical
728.84,20.265,3.1705,0.31541,7181.7,10352,44.488,10.578,14.685,2154.2,-0.57288,16.605,0.36659,supercritical
730.48,20.265,3.1637,0.31608,7199.1,10377,44.521,10.579,14.686,2156.3,-0.57305,16.631,0.3672,supercritical
732.12,20.265,3.157,0.31676,7216.5,10401,44.554,10.581,14.687,2158.4,-0.57322,16.657,0.3678,supercritical
733.77,20.265,3.1503,0.31743,7233.9,10425,44.587,10.582,14.688,2160.5,-0.57339,16.683,0.36841,supercritical
735.41,20.265,3.1436,0.3181,7251.2,10449,44.619,10.583,14.689,2162.6,-0.57356,16.709,0.36902,supercritical
737.06,20.265,3.137,0.31878,7268.6,10473,44.652,10.585,14.69,2164.7,-0.57373,16.735,0.36963,supercritical
738.7,20.265,3.1304,0.31945,7286,10497,44.685,10.586,14.692,2166.8,-0.57389,16.761,0.37024,supercritical
740.34,20.265,3.1238,0.32012,7303.4,10521,44.718,10.587,14.693,2168.9,-0.57406,16.786,0.37085,supercritical
741.99,20.265,3.1173,0.32079,7320.7,10546,44.75,10.589,14.694,2171,-0.57422,16.812,0.37146,supercritical
743.63,20.265,3.1107,0.32147,7338.1,10570,44.783,10.59,14.695,2173.1,-0.57438,16.838,0.37207,supercritical
745.27,20.265,3.1042,0.32214,7355.5,10594,44.815,10.592,14.696,2175.2,-0.57453,16.864,0.37268,supercritical
746.92,20.265,3.0978,0.32281,7372.9,10618,44.847,10.593,14.698,2177.3,-0.57469,16.89,0.37329,supercritical
748.56,20.265,3.0913,0.32349,7390.3,10642,44.88,10.594,14.699,2179.4,-0.57484,16.915,0.3739,supercritical
750.2,20.265,3.0849,0.32416,7407.7,10666,44.912,10.596,14.7,2181.5,-0.57499,16.941,0.3745,supercritical
751.85,20.265,3.0785,0.32483,7425.1,10691,44.944,10.597,14.701,2183.6,-0.57514,16.967,0.37511,supercritical
753.49,20.265,3.0722,0.3255,7442.5,10715,44.976,10.599,14.703,2185.7,-0.57529,16.993,0.37572,supercritical
755.13,20.265,3.0658,0.32618,7459.9,10739,45.008,10.6,14.704,2187.7,-0.57544,17.018,0.37633,supercritical
756.78,20.265,3.0595,0.32685,7477.3,10763,45.04,10.602,14.705,2189.8,-0.57558,17.044,0.37694,supercritical
758.42,20.265,3.0532,0.32752,7494.7,10787,45.072,10.603,14.707,2191.9,-0.57572,17.07,0.37756,supercritical
760.06,20.265,3.047,0.32819,7512.1,10811,45.104,10.605,14.708,2194,-0.57587,17.095,0.37817,supercritical
761.71,20.265,3.0407,0.32887,7529.5,10836,45.136,10.606,14.709,2196,-0.576,17.121,0.37878,supercritical
763.35,20.265,3.0345,0.32954,7546.9,10860,45.167,10.608,14.711,2198.1,-0.57614,17.147,0.37939,supercritical
764.99,20.265,3.0284,0.33021,7564.3,10884,45.199,10.609,14.712,2200.2,-0.57628,17.172,0.38,supercritical
766.64,20.265,3.0222,0.33089,7581.8,10908,45.231,10.611,14.713,2202.2,-0.57641,17.198,0.38061,supercritical
768.28,20.265,3.0161,0.33156,7599.2,10932,45.262,10.612,14.715,2204.3,-0.57654,17.223,0.38122,supercritical
769.92,20.265,3.01,0.33223,7616.6,10956,45.294,10.614,14.716,2206.3,-0.57667,17.249,0.38183,supercritical
771.57,20.265,3.0039,0.3329,7634,10981,45.325,10.615,14.718,2208.4,-0.5768,17.275,0.38244,supercritical
773.21,20.265,2.9978,0.33358,7651.5,11005,45.356,10.617,14.719,2210.5,-0.57693,17.3,0.38305,supercritical
774.85,20.265,2.9918,0.33425,7668.9,11029,45.388,10.618,14.72,2212.5,-0.57705,17.326,0.38367,supercritical
776.5,20.265,2.9858,0.33492,7686.3,11053,45.419,10.62,14.722,2214.6,-0.57718,17.351,0.38428,supercritical
778.14,20.265,2.9798,0.33559,7703.7,11077,45.45,10.621,14.723,2216.6,-0.5773,17.377,0.38489,supercritical
779.78,20.265,2.9738,0.33627,7721.2,11102,45.481,10.623,14.725,2218.7,-0.57742,17.402,0.3855,supercritical
781.43,20.265,2.9679,0.33694,7738.6,11126,45.512,10.625,14.726,2220.7,-0.57754,17.428,0.38611,supercritical
783.07,20.265,2.962,0.33761,7756.1,11150,45.543,10.626,14.728,2222.7,-0.57765,17.453,0.38673,supercritical
784.71,20.265,2.9561,0.33828,7773.5,11174,45.574,10.628,14.729,2224.8,-0.57777,17.479,0.38734,supercritical
786.36,20.265,2.9502,0.33896,7791,11198,45.605,10.63,14.731,2226.8,-0.57788,17.504,0.38795,supercritical
788,20.265,2.9444,0.33963,7808.4,11223,45.635,10.631,14.732,2228.8,-0.578,17.53,0.38857,supercritical
789.64,20.265,2.9386,0.3403,7825.9,11247,45.666,10.633,14.734,2230.9,-0.57811,17.555,0.38918,supercritical
791.29,20.265,2.9328,0.34097,7843.3,11271,45.697,10.634,14.735,2232.9,-0.57822,17.581,0.38979,supercritical
792.93,20.265,2.927,0.34165,7860.8,11295,45.727,10.636,14.737,2234.9,-0.57832,17.606,0.3904,supercritical
794.57,20.265,2.9213,0.34232,7878.2,11319,45.758,10.638,14.738,2237,-0.57843,17.631,0.39102,supercritical
796.22,20.265,2.9155,0.34299,7895.7,11344,45.788,10.639,14.74,2239,-0.57853,17.657,0.39163,supercritical
797.86,20.265,2.9098,0.34366,7913.2,11368,45.819,10.641,14.741,2241,-0.57863,17.682,0.39225,supercritical
799.5,20.265,2.9041,0.34434,7930.6,11392,45.849,10.643,14.743,2243,-0.57874,17.707,0.39286,supercritical
801.15,20.265,2.8985,0.34501,7948.1,11416,45.879,10.645,14.745,2245,-0.57883,17.733,0.39347,supercritical
802.79,20.265,2.8928,0.34568,7965.6,11441,45.909,10.646,14.746,2247,-0.57893,17.758,0.39409,supercritical
804.43,20.265,2.8872,0.34635,7983,11465,45.94,10.648,14.748,2249.1,-0.57903,17.783,0.3947,supercritical
806.08,20.265,2.8816,0.34703,8000.5,11489,45.97,10.65,14.749,2251.1,-0.57912,17.809,0.39532,supercritical
807.72,20.265,2.8761,0.3477,8018,11513,46,10.651,14.751,2253.1,-0.57922,17.834,0.39593,supercritical
809.37,20.265,2.8705,0.34837,8035.5,11538,46.03,10.653,14.753,2255.1,-0.57931,17.859,0.39655,supercritical
811.01,20.265,2.865,0.34904,8053,11562,46.06,10.655,14.754,2257.1,-0.5794,17.885,0.39716,supercritical
812.65,20.265,2.8595,0.34972,8070.5,11586,46.09,10.657,14.756,2259.1,-0.57949,17.91,0.39778,supercritical
814.3,20.265,2.854,0.35039,8088,11610,46.119,10.658,14.758,2261.1,-0.57957,17.935,0.39839,supercritical
815.94,20.265,2.8485,0.35106,8105.5,11635,46.149,10.66,14.759,2263.1,-0.57966,17.96,0.39901,supercritical
817.58,20.265,2.8431,0.35173,8122.9,11659,46.179,10.662,14.761,2265.1,-0.57974,17.986,0.39962,supercritical
819.23,20.265,2.8376,0.3524,8140.4,11683,46.208,10.664,14.763,2267.1,-0.57983,18.011,0.40024,supercritical
820.87,20.265,2.8322,0.35308,8158,11707,46.238,10.666,14.764,2269,-0.57991,18.036,0.40086,supercritical
822.51,20.265,2.8269,0.35375,8175.5,11732,46.268,10.667,14.766,2271,-0.57999,18.061,0.40147,supercritical
824.16,20.265,2.8215,0.35442,8193,11756,46.297,10.669,14.768,2273,-0.58007,18.086,0.40209,supercritical
825.8,20.265,2.8162,0.35509,8210.5,11780,46.326,10.671,14.77,2275,-0.58014,18.112,0.40271,supercritical
827.44,20.265,2.8108,0.35577,8228,11804,46.356,10.673,14.771,2277,-0.58022,18.137,0.40332,supercritical
829.09,20.265,2.8055,0.35644,8245.5,11829,46.385,10.675,14.773,2279,-0.58029,18.162,0.40394,supercritical
830.73,20.265,2.8003,0.35711,8263,11853,46.414,10.677,14.775,2280.9,-0.58037,18.187,0.40456,supercritical
832.37,20.265,2.795,0.35778,8280.6,11877,46.444,10.679,14.777,2282.9,-0.58044,18.212,0.40517,supercritical
834.02,20.265,2.7897,0.35846,8298.1,11902,46.473,10.68,14.778,2284.9,-0.58051,18.237,0.40579,supercritical
835.66,20.265,2.7845,0.35913,8315.6,11926,46.502,10.682,14.78,2286.9,-0.58057,18.262,0.40641,supercritical
837.3,20.265,2.7793,0.3598,8333.2,11950,46.531,10.684,14.782,2288.8,-0.58064,18.287,0.40703,supercritical
838.95,20.265,2.7741,0.36047,8350.7,11974,46.56,10.686,14.784,2290.8,-0.58071,18.312,0.40765,supercritical
840.59,20.265,2.769,0.36114,8368.2,11999,46.589,10.688,14.786,2292.8,-0.58077,18.337,0.40826,supercritical
842.23,20.265,2.7638,0.36182,8385.8,12023,46.618,10.69,14.787,2294.7,-0.58083,18.362,0.40888,supercritical
843.88,20.265,2.7587,0.36249,8403.3,12047,46.646,10.692,14.789,2296.7,-0.5809,18.387,0.4095,supercritical
845.52,20.265,2.7536,0.36316,8420.9,12072,46.675,10.694,14.791,2298.6,-0.58096,18.412,0.41012,supercritical
847.16,20.265,2.7485,0.36383,8438.4,12096,46.704,10.696,14.793,2300.6,-0.58101,18.437,0.41074,supercritical
848.81,20.265,2.7434,0.36451,8456,12120,46.733,10.698,14.795,2302.5,-0.58107,18.462,0.41136,supercritical
850.45,20.265,2.7384,0.36518,8473.5,12145,46.761,10.7,14.797,2304.5,-0.58113,18.487,0.41198,supercritical
852.09,20.265,2.7334,0.36585,8491.1,12169,46.79,10.702,14.799,2306.4,-0.58118,18.512,0.4126,supercritical
853.74,20.265,2.7284,0.36652,8508.7,12193,46.818,10.704,14.8,2308.4,-0.58124,18.537,0.41322,supercritical
855.38,20.265,2.7234,0.36719,8526.2,12218,46.847,10.706,14.802,2310.3,-0.58129,18.562,0.41384,supercritical
857.02,20.265,2.7184,0.36787,8543.8,12242,46.875,10.708,14.804,2312.3,-0.58134,18.587,0.41446,supercritical
858.67,20.265,2.7134,0.36854,8561.4,12266,46.904,10.71,14.806,2314.2,-0.58139,18.612,0.41508,supercritical
860.31,20.265,2.7085,0.36921,8578.9,12291,46.932,10.712,14.808,2316.2,-0.58144,18.637,0.4157,supercritical
861.95,20.265,2.7036,0.36988,8596.5,12315,46.96,10.714,14.81,2318.1,-0.58148,18.662,0.41632,supercritical
863.6,20.265,2.6987,0.37055,8614.1,12339,46.988,10.716,14.812,2320,-0.58153,18.687,0.41694,supercritical
865.24,20.265,2.6938,0.37123,8631.7,12364,47.017,10.718,14.814,2322,-0.58157,18.712,0.41756,supercritical
866.88,20.265,2.6889,0.3719,8649.3,12388,47.045,10.72,14.816,2323.9,-0.58162,18.737,0.41818,supercritical
868.53,20.265,2.6841,0.37257,8666.9,12412,47.073,10.722,14.818,2325.8,-0.58166,18.761,0.4188,supercritical
870.17,20.265,2.6792,0.37324,8684.5,12437,47.101,10.724,14.82,2327.8,-0.5817,18.786,0.41942,supercritical
871.81,20.265,2.6744,0.37392,8702.1,12461,47.129,10.726,14.822,2329.7,-0.58174,18.811,0.42005,supercritical
873.46,20.265,2.6696,0.37459,8719.7,12485,47.157,10.728,14.824,2331.6,-0.58178,18.836,0.42067,supercritical
875.1,20.265,2.6648,0.37526,8737.3,12510,47.184,10.73,14.826,2333.5,-0.58181,18.861,0.42129,supercritical
876.74,20.265,2.6601,0.37593,8754.9,12534,47.212,10.732,14.828,2335.4,-0.58185,18.885,0.42191,supercritical
878.39,20.265,2.6553,0.3766,8772.5,12558,47.24,10.734,14.83,2337.4,-0.58188,18.91,0.42254,supercritical
880.03,20.265,2.6506,0.37728,8790.1,12583,47.268,10.737,14.832,2339.3,-0.58192,18.935,0.42316,supercritical
881.67,20.265,2.6459,0.37795,8807.8,12607,47.295,10.739,14.834,2341.2,-0.58195,18.96,0.42378,supercritical
883.32,20.265,2.6412,0.37862,8825.4,12632,47.323,10.741,14.836,2343.1,-0.58198,18.984,0.4244,supercritical
884.96,20.265,2.6365,0.37929,8843,12656,47.351,10.743,14.838,2345,-0.58201,19.009,0.42503,supercritical
886.61,20.265,2.6318,0.37996,8860.6,12680,47.378,10.745,14.84,2346.9,-0.58204,19.034,0.42565,supercritical
888.25,20.265,2.6272,0.38064,8878.3,12705,47.406,10.747,14.842,2348.8,-0.58206,19.059,0.42627,supercritical
889.89,20.265,2.6226,0.38131,8895.9,12729,47.433,10.749,14.845,2350.7,-0.58209,19.083,0.4269,supercritical
891.54,20.265,2.6179,0.38198,8913.6,12753,47.461,10.752,14.847,2352.6,-0.58212,19.108,0.42752,supercritical
893.18,20.265,2.6133,0.38265,8931.2,12778,47.488,10.754,14.849,2354.5,-0.58214,19.133,0.42815,supercritical
894.82,20.265,2.6088,0.38332,8948.9,12802,47.515,10.756,14.851,2356.4,-0.58216,19.157,0.42877,supercritical
896.47,20.265,2.6042,0.384,8966.5,12827,47.542,10.758,14.853,2358.3,-0.58218,19.182,0.4294,supercritical
898.11,20.265,2.5996,0.38467,8984.2,12851,47.57,10.76,14.855,2360.2,-0.5822,19.207,0.43002,supercritical
899.75,20.265,2.5951,0.38534,9001.8,12876,47.597,10.763,14.857,2362.1,-0.58222,19.231,0.43065,supercritical
901.4,20.265,2.5906,0.38601,9019.5,12900,47.624,10.765,14.859,2364,-0.58224,19.256,0.43127,supercritical
903.04,20.265,2.5861,0.38668,9037.1,12924,47.651,10.767,14.862,2365.9,-0.58226,19.28,0.4319,supercritical
904.68,20.265,2.5816,0.38736,9054.8,12949,47.678,10.769,14.864,2367.8,-0.58227,19.305,0.43252,supercritical
906.33,20.265,2.5771,0.38803,9072.5,12973,47.705,10.772,14.866,2369.6,-0.58229,19.33,0.43315,supercritical
907.97,20.265,2.5727,0.3887,9090.2,12998,47.732,10.774,14.868,2371.5,-0.5823,19.354,0.43378,supercritical
909.61,20.265,2.5682,0.38937,9107.9,13022,47.759,10.776,14.87,2373.4,-0.58231,19.379,0.4344,supercritical
911.26,20.265,2.5638,0.39004,9125.5,13047,47.786,10.778,14.873,2375.3,-0.58232,19.403,0.43503,supercritical
912.9,20.265,2.5594,0.39072,9143.2,13071,47.812,10.781,14.875,2377.2,-0.58233,19.428,0.43566,supercritical
914.54,20.265,2.555,0.39139,9160.9,13095,47.839,10.783,14.877,2379,-0.58234,19.452,0.43628,supercritical
916.19,20.265,2.5506,0.39206,9178.6,13120,47.866,10.785,14.879,2380.9,-0.58235,19.477,0.43691,supercritical
917.83,20.265,2.5463,0.39273,9196.3,13144,47.893,10.788,14.882,2382.8,-0.58236,19.501,0.43754,supercritical
919.47,20.265,2.5419,0.3934,9214,13169,47.919,10.79,14.884,2384.6,-0.58236,19.526,0.43816,supercritical
921.12,20.265,2.5376,0.39407,9231.7,13193,47.946,10.792,14.886,2386.5,-0.58237,19.55,0.43879,supercritical
922.76,20.265,2.5333,0.39475,9249.4,13218,47.972,10.794,14.888,2388.4,-0.58237,19.575,0.43942,supercritical
924.4,20.265,2.529,0.39542,9267.2,13242,47.999,10.797,14.891,2390.2,-0.58237,19.599,0.44005,supercritical
926.05,20.265,2.5247,0.39609,9284.9,13267,48.025,10.799,14.893,2392.1,-0.58237,19.624,0.44068,supercritical
927.69,20.265,2.5204,0.39676,9302.6,13291,48.052,10.802,14.895,2394,-0.58237,19.648,0.44131,supercritical
929.33,20.265,2.5161,0.39743,9320.3,13316,48.078,10.804,14.898,2395.8,-0.58237,19.672,0.44193,supercritical
930.98,20.265,2.5119,0.39811,9338.1,13340,48.104,10.806,14.9,2397.7,-0.58237,19.697,0.44256,supercritical
932.62,20.265,2.5077,0.39878,9355.8,13365,48.131,10.809,14.902,2399.5,-0.58237,19.721,0.44319,supercritical
934.26,20.265,2.5034,0.39945,9373.5,13389,48.157,10.811,14.905,2401.4,-0.58236,19.746,0.44382,supercritical
935.91,20.265,2.4992,0.40012,9391.3,13414,48.183,10.813,14.907,2403.2,-0.58236,19.77,0.44445,supercritical
937.55,20.265,2.4951,0.40079,9409,13438,48.209,10.816,14.909,2405.1,-0.58235,19.794,0.44508,supercritical
939.19,20.265,2.4909,0.40147,9426.8,13463,48.235,10.818,14.912,2406.9,-0.58235,19.819,0.44571,supercritical
940.84,20.265,2.4867,0.40214,9444.5,13487,48.261,10.821,14.914,2408.8,-0.58234,19.843,0.44634,supercritical
942.48,20.265,2.4826,0.40281,9462.3,13512,48.287,10.823,14.916,2410.6,-0.58233,19.867,0.44697,supercritical
944.12,20.265,2.4784,0.40348,9480,13536,48.313,10.825,14.919,2412.5,-0.58232,19.892,0.4476,supercritical
945.77,20.265,2.4743,0.40415,9497.8,13561,48.339,10.828,14.921,2414.3,-0.58231,19.916,0.44823,supercritical
947.41,20.265,2.4702,0.40482,9515.6,13585,48.365,10.83,14.923,2416.1,-0.5823,19.94,0.44886,supercritical
949.05,20.265,2.4661,0.4055,9533.3,13610,48.391,10.833,14.926,2418,-0.58228,19.965,0.4495,supercritical
950.7,20.265,2.462,0.40617,9551.1,13634,48.417,10.835,14.928,2419.8,-0.58227,19.989,0.45013,supercritical
952.34,20.265,2.458,0.40684,9568.9,13659,48.443,10.838,14.931,2421.6,-0.58225,20.013,0.45076,supercritical
953.98,20.265,2.4539,0.40751,9586.7,13683,48.468,10.84,14.933,2423.5,-0.58224,20.038,0.45139,supercritical
955.63,20.265,2.4499,0.40818,9604.5,13708,48.494,10.843,14.936,2425.3,-0.58222,20.062,0.45202,supercritical
957.27,20.265,2.4459,0.40886,9622.3,13732,48.52,10.845,14.938,2427.1,-0.5822,20.086,0.45266,supercritical
958.91,20.265,2.4418,0.40953,9640.1,13757,48.545,10.848,14.941,2428.9,-0.58219,20.11,0.45329,supercritical
960.56,20.265,2.4378,0.4102,9657.9,13781,48.571,10.85,14.943,2430.8,-0.58217,20.134,0.45392,supercritical
962.2,20.265,2.4339,0.41087,9675.7,13806,48.597,10.853,14.945,2432.6,-0.58214,20.159,0.45455,supercritical
963.85,20.265,2.4299,0.41154,9693.5,13831,48.622,10.855,14.948,2434.4,-0.58212,20.183,0.45519,supercritical
965.49,20.265,2.4259,0.41221,9711.3,13855,48.648,10.858,14.95,2436.2,-0.5821,20.207,0.45582,supercritical
967.13,20.265,2.422,0.41289,9729.1,13880,48.673,10.86,14.953,2438,-0.58208,20.231,0.45645,supercritical
968.78,20.265,2.418,0.41356,9746.9,13904,48.698,10.863,14.955,2439.8,-0.58205,20.255,0.45709,supercritical
970.42,20.265,2.4141,0.41423,9764.8,13929,48.724,10.865,14.958,2441.7,-0.58203,20.28,0.45772,supercritical
972.06,20.265,2.4102,0.4149,9782.6,13953,48.749,10.868,14.96,2443.5,-0.582,20.304,0.45836,supercritical
973.71,20.265,2.4063,0.41557,9800.4,13978,48.774,10.871,14.963,2445.3,-0.58197,20.328,0.45899,supercritical
975.35,20.265,2.4024,0.41625,9818.3,14003,48.8,10.873,14.966,2447.1,-0.58195,20.352,0.45963,supercritical
976.99,20.265,2.3986,0.41692,9836.1,14027,48.825,10.876,14.968,2448.9,-0.58192,20.376,0.46026,supercritical
978.64,20.265,2.3947,0.41759,9854,14052,48.85,10.878,14.971,2450.7,-0.58189,20.4,0.4609,supercritical
980.28,20.265,2.3909,0.41826,9871.8,14076,48.875,10.881,14.973,2452.5,-0.58186,20.424,0.46153,supercritical
981.92,20.265,2.387,0.41893,9889.7,14101,48.9,10.884,14.976,2454.3,-0.58183,20.448,0.46217,supercritical
983.57,20.265,2.3832,0.4196,9907.5,14126,48.925,10.886,14.978,2456.1,-0.58179,20.472,0.4628,supercritical
985.21,20.265,2.3794,0.42028,9925.4,14150,48.95,10.889,14.981,2457.9,-0.58176,20.496,0.46344,supercritical
986.85,20.265,2.3756,0.42095,9943.3,14175,48.975,10.891,14.983,2459.7,-0.58172,20.52,0.46407,supercritical
988.5,20.265,2.3718,0.42162,9961.1,14200,49,10.894,14.986,2461.5,-0.58169,20.544,0.46471,supercritical
990.14,20.265,2.368,0.42229,9979,14224,49.025,10.897,14.989,2463.3,-0.58165,20.569,0.46535,supercritical
991.78,20.265,2.3643,0.42296,9996.9,14249,49.05,10.899,14.991,2465.1,-0.58162,20.593,0.46598,supercritical
993.43,20.265,2.3605,0.42363,10015,14273,49.075,10.902,14.994,2466.8,-0.58158,20.617,0.46662,supercritical
995.07,20.265,2.3568,0.42431,10033,14298,49.099,10.905,14.997,2468.6,-0.58154,20.641,0.46726,supercritical
996.71,20.265,2.3531,0.42498,10051,14323,49.124,10.907,14.999,2470.4,-0.5815,20.665,0.4679,supercritical
998.36,20.265,2.3494,0.42565,10068,14347,49.149,10.91,15.002,2472.2,-0.58146,20.688,0.46853,supercritical
1000,20.265,2.3456,0.42632,10086,14372,49.174,10.913,15.004,2474,-0.58142,20.712,0.46917,supercritical
